date,seasonality,weather,is_holiday
2022-04-06,Spring,Rainy,1
2022-04-06,Spring,Sunny,1
2022-04-06,Spring,Cloudy,1
2022-04-07,Spring,Rainy,0
2022-04-07,Spring,Sunny,0
2022-04-07,Spring,Cloudy,0
2022-04-07,Spring,Cloudy,1
2022-04-07,Spring,Snowy,0
2022-04-07,Spring,Snowy,1
2022-04-07,Spring,Sunny,1
2022-04-07,Spring,Rainy,1
2022-04-08,Spring,Rainy,0
2022-04-08,Spring,Sunny,0
2022-04-08,Spring,Snowy,0
2022-04-08,Spring,Sunny,1
2022-04-08,Spring,Cloudy,0
2022-04-08,Spring,Snowy,1
2022-04-08,Spring,Cloudy,1
2022-04-08,Spring,Rainy,1
2022-04-09,Spring,Snowy,0
2022-04-09,Spring,Cloudy,0
2022-04-09,Spring,Rainy,0
2022-04-09,Spring,Snowy,1
2022-04-09,Spring,Cloudy,1
2022-04-09,Spring,Rainy,1
2022-04-09,Spring,Sunny,1
2022-04-09,Spring,Sunny,0
2022-04-10,Spring,Sunny,0
2022-04-10,Spring,Snowy,0
2022-04-10,Spring,Snowy,1
2022-04-10,Spring,Rainy,1
2022-04-10,Spring,Rainy,0
2022-04-10,Spring,Cloudy,0
2022-04-10,Spring,Cloudy,1
2022-04-10,Spring,Sunny,1
2022-04-11,Spring,Rainy,1
2022-04-11,Spring,Snowy,0
2022-04-11,Spring,Sunny,0
2022-04-11,Spring,Cloudy,0
2022-04-11,Spring,Rainy,0
2022-04-11,Spring,Cloudy,1
2022-04-11,Spring,Sunny,1
2022-04-11,Spring,Snowy,1
2022-04-12,Spring,Rainy,0
2022-04-12,Spring,Cloudy,1
2022-04-12,Spring,Cloudy,0
2022-04-12,Spring,Sunny,0
2022-04-12,Spring,Snowy,0
2022-04-12,Spring,Sunny,1
2022-04-12,Spring,Rainy,1
2022-04-12,Spring,Snowy,1
2022-04-13,Spring,Sunny,1
2022-04-13,Spring,Cloudy,0
2022-04-13,Spring,Sunny,0
2022-04-13,Spring,Snowy,1
2022-04-13,Spring,Snowy,0
2022-04-13,Spring,Rainy,0
2022-04-13,Spring,Rainy,1
2022-04-13,Spring,Cloudy,1
2022-04-14,Spring,Sunny,0
2022-04-14,Spring,Sunny,1
2022-04-14,Spring,Rainy,0
2022-04-14,Spring,Cloudy,0
2022-04-14,Spring,Snowy,0
2022-04-14,Spring,Rainy,1
2022-04-14,Spring,Cloudy,1
2022-04-14,Spring,Snowy,1
2022-04-15,Spring,Rainy,1
2022-04-15,Spring,Sunny,0
2022-04-15,Spring,Rainy,0
2022-04-15,Spring,Cloudy,0
2022-04-15,Spring,Snowy,1
2022-04-15,Spring,Snowy,0
2022-04-15,Spring,Cloudy,1
2022-04-15,Spring,Sunny,1
2022-04-16,Spring,Sunny,0
2022-04-16,Spring,Snowy,0
2022-04-16,Spring,Sunny,1
2022-04-16,Spring,Rainy,0
2022-04-16,Spring,Cloudy,0
2022-04-16,Spring,Cloudy,1
2022-04-16,Spring,Snowy,1
2022-04-16,Spring,Rainy,1
2022-04-17,Spring,Cloudy,0
2022-04-17,Spring,Rainy,0
2022-04-17,Spring,Sunny,0
2022-04-17,Spring,Cloudy,1
2022-04-17,Spring,Snowy,0
2022-04-17,Spring,Snowy,1
2022-04-17,Spring,Sunny,1
2022-04-17,Spring,Rainy,1
2022-04-18,Spring,Cloudy,0
2022-04-18,Spring,Rainy,1
2022-04-18,Spring,Snowy,0
2022-04-18,Spring,Sunny,0
2022-04-18,Spring,Rainy,0
2022-04-18,Spring,Cloudy,1
2022-04-18,Spring,Sunny,1
2022-04-18,Spring,Snowy,1
2022-04-19,Spring,Cloudy,0
2022-04-19,Spring,Cloudy,1
2022-04-19,Spring,Rainy,1
2022-04-19,Spring,Rainy,0
2022-04-19,Spring,Snowy,1
2022-04-19,Spring,Sunny,0
2022-04-19,Spring,Snowy,0
2022-04-19,Spring,Sunny,1
2022-04-20,Spring,Cloudy,0
2022-04-20,Spring,Rainy,0
2022-04-20,Spring,Snowy,0
2022-04-20,Spring,Cloudy,1
2022-04-20,Spring,Sunny,0
2022-04-20,Spring,Sunny,1
2022-04-20,Spring,Rainy,1
2022-04-20,Spring,Snowy,1
2022-04-21,Spring,Cloudy,0
2022-04-21,Spring,Snowy,0
2022-04-21,Spring,Rainy,0
2022-04-21,Spring,Rainy,1
2022-04-21,Spring,Sunny,0
2022-04-21,Spring,Sunny,1
2022-04-21,Spring,Snowy,1
2022-04-21,Spring,Cloudy,1
2022-04-22,Spring,Sunny,0
2022-04-22,Spring,Sunny,1
2022-04-22,Spring,Rainy,0
2022-04-22,Spring,Cloudy,1
2022-04-22,Spring,Snowy,1
2022-04-22,Spring,Snowy,0
2022-04-22,Spring,Cloudy,0
2022-04-22,Spring,Rainy,1
2022-04-23,Spring,Rainy,0
2022-04-23,Spring,Cloudy,1
2022-04-23,Spring,Sunny,0
2022-04-23,Spring,Cloudy,0
2022-04-23,Spring,Snowy,0
2022-04-23,Spring,Snowy,1
2022-04-23,Spring,Sunny,1
2022-04-23,Spring,Rainy,1
2022-04-24,Spring,Rainy,0
2022-04-24,Spring,Snowy,0
2022-04-24,Spring,Cloudy,0
2022-04-24,Spring,Snowy,1
2022-04-24,Spring,Rainy,1
2022-04-24,Spring,Sunny,0
2022-04-24,Spring,Cloudy,1
2022-04-24,Spring,Sunny,1
2022-04-25,Spring,Rainy,1
2022-04-25,Spring,Sunny,0
2022-04-25,Spring,Cloudy,1
2022-04-25,Spring,Snowy,0
2022-04-25,Spring,Rainy,0
2022-04-25,Spring,Sunny,1
2022-04-25,Spring,Cloudy,0
2022-04-25,Spring,Snowy,1
2022-04-26,Spring,Snowy,0
2022-04-26,Spring,Snowy,1
2022-04-26,Spring,Rainy,0
2022-04-26,Spring,Sunny,0
2022-04-26,Spring,Cloudy,0
2022-04-26,Spring,Rainy,1
2022-04-26,Spring,Sunny,1
2022-04-26,Spring,Cloudy,1
2022-04-27,Spring,Sunny,1
2022-04-27,Spring,Cloudy,0
2022-04-27,Spring,Rainy,0
2022-04-27,Spring,Sunny,0
2022-04-27,Spring,Snowy,0
2022-04-27,Spring,Cloudy,1
2022-04-27,Spring,Snowy,1
2022-04-27,Spring,Rainy,1
2022-04-28,Spring,Sunny,0
2022-04-28,Spring,Sunny,1
2022-04-28,Spring,Snowy,0
2022-04-28,Spring,Rainy,0
2022-04-28,Spring,Cloudy,0
2022-04-28,Spring,Cloudy,1
2022-04-28,Spring,Rainy,1
2022-04-28,Spring,Snowy,1
2022-04-29,Spring,Rainy,0
2022-04-29,Spring,Sunny,0
2022-04-29,Spring,Snowy,0
2022-04-29,Spring,Rainy,1
2022-04-29,Spring,Snowy,1
2022-04-29,Spring,Cloudy,0
2022-04-29,Spring,Sunny,1
2022-04-29,Spring,Cloudy,1
2022-04-30,Spring,Rainy,0
2022-04-30,Spring,Snowy,0
2022-04-30,Spring,Sunny,1
2022-04-30,Spring,Cloudy,0
2022-04-30,Spring,Sunny,0
2022-04-30,Spring,Rainy,1
2022-04-30,Spring,Snowy,1
2022-04-30,Spring,Cloudy,1
2022-05-01,Summer,Rainy,0
2022-05-01,Summer,Snowy,1
2022-05-01,Summer,Cloudy,0
2022-05-01,Summer,Cloudy,1
2022-05-01,Summer,Sunny,0
2022-05-01,Summer,Snowy,0
2022-05-01,Summer,Sunny,1
2022-05-01,Summer,Rainy,1
2022-05-02,Summer,Rainy,0
2022-05-02,Summer,Cloudy,0
2022-05-02,Summer,Sunny,0
2022-05-02,Summer,Snowy,0
2022-05-02,Summer,Rainy,1
2022-05-02,Summer,Sunny,1
2022-05-02,Summer,Snowy,1
2022-05-02,Summer,Cloudy,1
2022-05-03,Summer,Sunny,0
2022-05-03,Summer,Rainy,0
2022-05-03,Summer,Snowy,0
2022-05-03,Summer,Cloudy,0
2022-05-03,Summer,Rainy,1
2022-05-03,Summer,Sunny,1
2022-05-03,Summer,Cloudy,1
2022-05-03,Summer,Snowy,1
2022-05-04,Summer,Sunny,1
2022-05-04,Summer,Rainy,0
2022-05-04,Summer,Snowy,0
2022-05-04,Summer,Sunny,0
2022-05-04,Summer,Cloudy,0
2022-05-04,Summer,Cloudy,1
2022-05-04,Summer,Snowy,1
2022-05-04,Summer,Rainy,1
2022-05-05,Summer,Snowy,1
2022-05-05,Summer,Snowy,0
2022-05-05,Summer,Rainy,0
2022-05-05,Summer,Cloudy,0
2022-05-05,Summer,Sunny,0
2022-05-05,Summer,Sunny,1
2022-05-05,Summer,Rainy,1
2022-05-05,Summer,Cloudy,1
2022-05-06,Summer,Cloudy,0
2022-05-06,Summer,Cloudy,1
2022-05-06,Summer,Snowy,0
2022-05-06,Summer,Rainy,0
2022-05-06,Summer,Sunny,0
2022-05-06,Summer,Rainy,1
2022-05-06,Summer,Snowy,1
2022-05-06,Summer,Sunny,1
2022-05-07,Summer,Cloudy,1
2022-05-07,Summer,Sunny,0
2022-05-07,Summer,Snowy,0
2022-05-07,Summer,Cloudy,0
2022-05-07,Summer,Rainy,0
2022-05-07,Summer,Sunny,1
2022-05-07,Summer,Rainy,1
2022-05-07,Summer,Snowy,1
2022-05-08,Summer,Snowy,0
2022-05-08,Summer,Cloudy,0
2022-05-08,Summer,Rainy,0
2022-05-08,Summer,Sunny,1
2022-05-08,Summer,Rainy,1
2022-05-08,Summer,Sunny,0
2022-05-08,Summer,Cloudy,1
2022-05-08,Summer,Snowy,1
2022-05-09,Summer,Rainy,0
2022-05-09,Summer,Snowy,0
2022-05-09,Summer,Sunny,0
2022-05-09,Summer,Cloudy,1
2022-05-09,Summer,Snowy,1
2022-05-09,Summer,Cloudy,0
2022-05-09,Summer,Rainy,1
2022-05-09,Summer,Sunny,1
2022-05-10,Summer,Rainy,0
2022-05-10,Summer,Snowy,1
2022-05-10,Summer,Sunny,0
2022-05-10,Summer,Snowy,0
2022-05-10,Summer,Cloudy,0
2022-05-10,Summer,Cloudy,1
2022-05-10,Summer,Rainy,1
2022-05-10,Summer,Sunny,1
2022-05-11,Summer,Snowy,0
2022-05-11,Summer,Sunny,1
2022-05-11,Summer,Cloudy,0
2022-05-11,Summer,Sunny,0
2022-05-11,Summer,Rainy,0
2022-05-11,Summer,Rainy,1
2022-05-11,Summer,Cloudy,1
2022-05-11,Summer,Snowy,1
2022-05-12,Summer,Sunny,0
2022-05-12,Summer,Snowy,0
2022-05-12,Summer,Rainy,0
2022-05-12,Summer,Cloudy,0
2022-05-12,Summer,Rainy,1
2022-05-12,Summer,Snowy,1
2022-05-12,Summer,Sunny,1
2022-05-12,Summer,Cloudy,1
2022-05-13,Summer,Cloudy,0
2022-05-13,Summer,Sunny,0
2022-05-13,Summer,Snowy,0
2022-05-13,Summer,Rainy,0
2022-05-13,Summer,Snowy,1
2022-05-13,Summer,Rainy,1
2022-05-13,Summer,Cloudy,1
2022-05-14,Summer,Rainy,1
2022-05-14,Summer,Rainy,0
2022-05-14,Summer,Sunny,1
2022-05-14,Summer,Cloudy,0
2022-05-14,Summer,Snowy,0
2022-05-14,Summer,Sunny,0
2022-05-14,Summer,Snowy,1
2022-05-14,Summer,Cloudy,1
2022-05-15,Summer,Snowy,0
2022-05-15,Summer,Rainy,0
2022-05-15,Summer,Cloudy,0
2022-05-15,Summer,Rainy,1
2022-05-15,Summer,Sunny,1
2022-05-15,Summer,Sunny,0
2022-05-15,Summer,Cloudy,1
2022-05-15,Summer,Snowy,1
2022-05-16,Summer,Snowy,0
2022-05-16,Summer,Rainy,1
2022-05-16,Summer,Sunny,0
2022-05-16,Summer,Cloudy,0
2022-05-16,Summer,Rainy,0
2022-05-16,Summer,Sunny,1
2022-05-16,Summer,Cloudy,1
2022-05-16,Summer,Snowy,1
2022-05-17,Summer,Rainy,0
2022-05-17,Summer,Cloudy,0
2022-05-17,Summer,Snowy,0
2022-05-17,Summer,Sunny,1
2022-05-17,Summer,Rainy,1
2022-05-17,Summer,Sunny,0
2022-05-17,Summer,Snowy,1
2022-05-17,Summer,Cloudy,1
2022-05-18,Summer,Cloudy,0
2022-05-18,Summer,Sunny,1
2022-05-18,Summer,Cloudy,1
2022-05-18,Summer,Snowy,0
2022-05-18,Summer,Rainy,0
2022-05-18,Summer,Sunny,0
2022-05-18,Summer,Snowy,1
2022-05-18,Summer,Rainy,1
2022-05-19,Summer,Rainy,0
2022-05-19,Summer,Cloudy,0
2022-05-19,Summer,Snowy,1
2022-05-19,Summer,Sunny,1
2022-05-19,Summer,Sunny,0
2022-05-19,Summer,Snowy,0
2022-05-19,Summer,Rainy,1
2022-05-19,Summer,Cloudy,1
2022-05-20,Summer,Rainy,1
2022-05-20,Summer,Cloudy,0
2022-05-20,Summer,Rainy,0
2022-05-20,Summer,Sunny,0
2022-05-20,Summer,Sunny,1
2022-05-20,Summer,Snowy,0
2022-05-20,Summer,Snowy,1
2022-05-20,Summer,Cloudy,1
2022-05-21,Summer,Snowy,0
2022-05-21,Summer,Cloudy,0
2022-05-21,Summer,Rainy,1
2022-05-21,Summer,Snowy,1
2022-05-21,Summer,Sunny,0
2022-05-21,Summer,Rainy,0
2022-05-21,Summer,Sunny,1
2022-05-21,Summer,Cloudy,1
2022-05-22,Summer,Rainy,0
2022-05-22,Summer,Cloudy,1
2022-05-22,Summer,Snowy,0
2022-05-22,Summer,Cloudy,0
2022-05-22,Summer,Rainy,1
2022-05-22,Summer,Snowy,1
2022-05-22,Summer,Sunny,0
2022-05-22,Summer,Sunny,1
2022-05-23,Summer,Rainy,0
2022-05-23,Summer,Cloudy,0
2022-05-23,Summer,Sunny,0
2022-05-23,Summer,Snowy,0
2022-05-23,Summer,Rainy,1
2022-05-23,Summer,Cloudy,1
2022-05-23,Summer,Sunny,1
2022-05-23,Summer,Snowy,1
2022-05-24,Summer,Sunny,0
2022-05-24,Summer,Rainy,0
2022-05-24,Summer,Rainy,1
2022-05-24,Summer,Cloudy,0
2022-05-24,Summer,Snowy,0
2022-05-24,Summer,Sunny,1
2022-05-24,Summer,Cloudy,1
2022-05-24,Summer,Snowy,1
2022-05-25,Summer,Rainy,1
2022-05-25,Summer,Snowy,0
2022-05-25,Summer,Sunny,0
2022-05-25,Summer,Rainy,0
2022-05-25,Summer,Snowy,1
2022-05-25,Summer,Cloudy,0
2022-05-25,Summer,Cloudy,1
2022-05-25,Summer,Sunny,1
2022-05-26,Summer,Snowy,0
2022-05-26,Summer,Cloudy,0
2022-05-26,Summer,Sunny,0
2022-05-26,Summer,Rainy,0
2022-05-26,Summer,Sunny,1
2022-05-26,Summer,Snowy,1
2022-05-26,Summer,Rainy,1
2022-05-26,Summer,Cloudy,1
2022-05-27,Summer,Snowy,0
2022-05-27,Summer,Rainy,1
2022-05-27,Summer,Rainy,0
2022-05-27,Summer,Sunny,0
2022-05-27,Summer,Cloudy,0
2022-05-27,Summer,Cloudy,1
2022-05-27,Summer,Snowy,1
2022-05-27,Summer,Sunny,1
2022-05-28,Summer,Rainy,0
2022-05-28,Summer,Cloudy,0
2022-05-28,Summer,Snowy,0
2022-05-28,Summer,Snowy,1
2022-05-28,Summer,Cloudy,1
2022-05-28,Summer,Sunny,0
2022-05-28,Summer,Rainy,1
2022-05-28,Summer,Sunny,1
2022-05-29,Summer,Sunny,0
2022-05-29,Summer,Sunny,1
2022-05-29,Summer,Cloudy,0
2022-05-29,Summer,Snowy,0
2022-05-29,Summer,Rainy,0
2022-05-29,Summer,Cloudy,1
2022-05-29,Summer,Snowy,1
2022-05-29,Summer,Rainy,1
2022-05-30,Summer,Cloudy,0
2022-05-30,Summer,Sunny,0
2022-05-30,Summer,Snowy,0
2022-05-30,Summer,Sunny,1
2022-05-30,Summer,Rainy,0
2022-05-30,Summer,Rainy,1
2022-05-30,Summer,Snowy,1
2022-05-30,Summer,Cloudy,1
2022-05-31,Summer,Rainy,1
2022-05-31,Summer,Cloudy,0
2022-05-31,Summer,Snowy,0
2022-05-31,Summer,Rainy,0
2022-05-31,Summer,Sunny,0
2022-05-31,Summer,Sunny,1
2022-05-31,Summer,Snowy,1
2022-05-31,Summer,Cloudy,1
2022-06-01,Summer,Cloudy,0
2022-06-01,Summer,Sunny,0
2022-06-01,Summer,Snowy,0
2022-06-01,Summer,Rainy,0
2022-06-01,Summer,Cloudy,1
2022-06-01,Summer,Rainy,1
2022-06-01,Summer,Snowy,1
2022-06-01,Summer,Sunny,1
2022-06-02,Summer,Rainy,0
2022-06-02,Summer,Snowy,0
2022-06-02,Summer,Cloudy,0
2022-06-02,Summer,Sunny,0
2022-06-02,Summer,Snowy,1
2022-06-02,Summer,Rainy,1
2022-06-02,Summer,Cloudy,1
2022-06-02,Summer,Sunny,1
2022-06-03,Summer,Rainy,1
2022-06-03,Summer,Cloudy,0
2022-06-03,Summer,Sunny,1
2022-06-03,Summer,Rainy,0
2022-06-03,Summer,Snowy,0
2022-06-03,Summer,Snowy,1
2022-06-03,Summer,Sunny,0
2022-06-03,Summer,Cloudy,1
2022-06-04,Summer,Sunny,1
2022-06-04,Summer,Rainy,0
2022-06-04,Summer,Sunny,0
2022-06-04,Summer,Snowy,0
2022-06-04,Summer,Cloudy,0
2022-06-04,Summer,Snowy,1
2022-06-04,Summer,Rainy,1
2022-06-04,Summer,Cloudy,1
2022-06-05,Summer,Rainy,0
2022-06-05,Summer,Cloudy,0
2022-06-05,Summer,Rainy,1
2022-06-05,Summer,Sunny,0
2022-06-05,Summer,Snowy,0
2022-06-05,Summer,Sunny,1
2022-06-05,Summer,Cloudy,1
2022-06-05,Summer,Snowy,1
2022-06-06,Summer,Snowy,0
2022-06-06,Summer,Sunny,0
2022-06-06,Summer,Sunny,1
2022-06-06,Summer,Cloudy,0
2022-06-06,Summer,Snowy,1
2022-06-06,Summer,Rainy,0
2022-06-06,Summer,Cloudy,1
2022-06-06,Summer,Rainy,1
2022-06-07,Summer,Cloudy,0
2022-06-07,Summer,Snowy,1
2022-06-07,Summer,Cloudy,1
2022-06-07,Summer,Snowy,0
2022-06-07,Summer,Sunny,0
2022-06-07,Summer,Rainy,0
2022-06-07,Summer,Sunny,1
2022-06-07,Summer,Rainy,1
2022-06-08,Summer,Cloudy,0
2022-06-08,Summer,Sunny,0
2022-06-08,Summer,Rainy,1
2022-06-08,Summer,Rainy,0
2022-06-08,Summer,Snowy,0
2022-06-08,Summer,Snowy,1
2022-06-08,Summer,Cloudy,1
2022-06-08,Summer,Sunny,1
2022-06-09,Summer,Sunny,0
2022-06-09,Summer,Cloudy,0
2022-06-09,Summer,Snowy,0
2022-06-09,Summer,Rainy,0
2022-06-09,Summer,Rainy,1
2022-06-09,Summer,Sunny,1
2022-06-09,Summer,Cloudy,1
2022-06-09,Summer,Snowy,1
2022-06-10,Summer,Cloudy,0
2022-06-10,Summer,Rainy,0
2022-06-10,Summer,Sunny,0
2022-06-10,Summer,Snowy,0
2022-06-10,Summer,Sunny,1
2022-06-10,Summer,Snowy,1
2022-06-10,Summer,Rainy,1
2022-06-10,Summer,Cloudy,1
2022-06-11,Summer,Rainy,0
2022-06-11,Summer,Snowy,0
2022-06-11,Summer,Sunny,0
2022-06-11,Summer,Rainy,1
2022-06-11,Summer,Cloudy,0
2022-06-11,Summer,Snowy,1
2022-06-11,Summer,Sunny,1
2022-06-11,Summer,Cloudy,1
2022-06-12,Summer,Sunny,1
2022-06-12,Summer,Sunny,0
2022-06-12,Summer,Cloudy,0
2022-06-12,Summer,Snowy,0
2022-06-12,Summer,Rainy,0
2022-06-12,Summer,Snowy,1
2022-06-12,Summer,Cloudy,1
2022-06-12,Summer,Rainy,1
2022-06-13,Summer,Cloudy,0
2022-06-13,Summer,Rainy,0
2022-06-13,Summer,Sunny,0
2022-06-13,Summer,Snowy,0
2022-06-13,Summer,Snowy,1
2022-06-13,Summer,Rainy,1
2022-06-13,Summer,Cloudy,1
2022-06-13,Summer,Sunny,1
2022-06-14,Summer,Cloudy,0
2022-06-14,Summer,Rainy,0
2022-06-14,Summer,Snowy,0
2022-06-14,Summer,Rainy,1
2022-06-14,Summer,Sunny,0
2022-06-14,Summer,Snowy,1
2022-06-14,Summer,Cloudy,1
2022-06-14,Summer,Sunny,1
2022-06-15,Summer,Snowy,1
2022-06-15,Summer,Snowy,0
2022-06-15,Summer,Rainy,0
2022-06-15,Summer,Sunny,0
2022-06-15,Summer,Cloudy,0
2022-06-15,Summer,Rainy,1
2022-06-15,Summer,Cloudy,1
2022-06-15,Summer,Sunny,1
2022-06-16,Summer,Rainy,0
2022-06-16,Summer,Cloudy,0
2022-06-16,Summer,Snowy,0
2022-06-16,Summer,Cloudy,1
2022-06-16,Summer,Rainy,1
2022-06-16,Summer,Sunny,0
2022-06-16,Summer,Sunny,1
2022-06-16,Summer,Snowy,1
2022-06-17,Summer,Sunny,0
2022-06-17,Summer,Snowy,0
2022-06-17,Summer,Rainy,0
2022-06-17,Summer,Cloudy,0
2022-06-17,Summer,Sunny,1
2022-06-17,Summer,Rainy,1
2022-06-17,Summer,Cloudy,1
2022-06-17,Summer,Snowy,1
2022-06-18,Summer,Cloudy,0
2022-06-18,Summer,Snowy,0
2022-06-18,Summer,Sunny,0
2022-06-18,Summer,Cloudy,1
2022-06-18,Summer,Rainy,0
2022-06-18,Summer,Rainy,1
2022-06-18,Summer,Snowy,1
2022-06-18,Summer,Sunny,1
2022-06-19,Summer,Rainy,0
2022-06-19,Summer,Snowy,1
2022-06-19,Summer,Sunny,0
2022-06-19,Summer,Rainy,1
2022-06-19,Summer,Snowy,0
2022-06-19,Summer,Sunny,1
2022-06-19,Summer,Cloudy,0
2022-06-19,Summer,Cloudy,1
2022-06-20,Summer,Sunny,0
2022-06-20,Summer,Rainy,0
2022-06-20,Summer,Cloudy,0
2022-06-20,Summer,Sunny,1
2022-06-20,Summer,Snowy,0
2022-06-20,Summer,Snowy,1
2022-06-20,Summer,Cloudy,1
2022-06-20,Summer,Rainy,1
2022-06-21,Summer,Cloudy,0
2022-06-21,Summer,Snowy,0
2022-06-21,Summer,Rainy,0
2022-06-21,Summer,Sunny,0
2022-06-21,Summer,Cloudy,1
2022-06-21,Summer,Snowy,1
2022-06-21,Summer,Rainy,1
2022-06-21,Summer,Sunny,1
2022-06-22,Summer,Rainy,0
2022-06-22,Summer,Cloudy,0
2022-06-22,Summer,Snowy,1
2022-06-22,Summer,Cloudy,1
2022-06-22,Summer,Sunny,0
2022-06-22,Summer,Rainy,1
2022-06-22,Summer,Snowy,0
2022-06-22,Summer,Sunny,1
2022-06-23,Summer,Snowy,0
2022-06-23,Summer,Sunny,0
2022-06-23,Summer,Rainy,1
2022-06-23,Summer,Cloudy,0
2022-06-23,Summer,Rainy,0
2022-06-23,Summer,Sunny,1
2022-06-23,Summer,Snowy,1
2022-06-23,Summer,Cloudy,1
2022-06-24,Summer,Rainy,0
2022-06-24,Summer,Sunny,0
2022-06-24,Summer,Sunny,1
2022-06-24,Summer,Snowy,0
2022-06-24,Summer,Cloudy,0
2022-06-24,Summer,Cloudy,1
2022-06-24,Summer,Snowy,1
2022-06-24,Summer,Rainy,1
2022-06-25,Summer,Cloudy,0
2022-06-25,Summer,Sunny,0
2022-06-25,Summer,Snowy,1
2022-06-25,Summer,Cloudy,1
2022-06-25,Summer,Rainy,0
2022-06-25,Summer,Snowy,0
2022-06-25,Summer,Sunny,1
2022-06-25,Summer,Rainy,1
2022-06-26,Summer,Snowy,0
2022-06-26,Summer,Rainy,0
2022-06-26,Summer,Snowy,1
2022-06-26,Summer,Sunny,0
2022-06-26,Summer,Sunny,1
2022-06-26,Summer,Cloudy,0
2022-06-26,Summer,Rainy,1
2022-06-26,Summer,Cloudy,1
2022-06-27,Summer,Rainy,0
2022-06-27,Summer,Sunny,0
2022-06-27,Summer,Snowy,0
2022-06-27,Summer,Rainy,1
2022-06-27,Summer,Sunny,1
2022-06-27,Summer,Cloudy,0
2022-06-27,Summer,Snowy,1
2022-06-27,Summer,Cloudy,1
2022-06-28,Summer,Rainy,0
2022-06-28,Summer,Cloudy,1
2022-06-28,Summer,Rainy,1
2022-06-28,Summer,Snowy,0
2022-06-28,Summer,Cloudy,0
2022-06-28,Summer,Sunny,1
2022-06-28,Summer,Sunny,0
2022-06-28,Summer,Snowy,1
2022-06-29,Summer,Rainy,0
2022-06-29,Summer,Cloudy,0
2022-06-29,Summer,Snowy,0
2022-06-29,Summer,Sunny,0
2022-06-29,Summer,Cloudy,1
2022-06-29,Summer,Rainy,1
2022-06-29,Summer,Snowy,1
2022-06-29,Summer,Sunny,1
2022-06-30,Summer,Snowy,0
2022-06-30,Summer,Rainy,0
2022-06-30,Summer,Rainy,1
2022-06-30,Summer,Sunny,0
2022-06-30,Summer,Cloudy,0
2022-06-30,Summer,Sunny,1
2022-06-30,Summer,Cloudy,1
2022-06-30,Summer,Snowy,1
2022-07-01,Summer,Rainy,0
2022-07-01,Summer,Snowy,0
2022-07-01,Summer,Cloudy,0
2022-07-01,Summer,Sunny,0
2022-07-01,Summer,Sunny,1
2022-07-01,Summer,Snowy,1
2022-07-01,Summer,Cloudy,1
2022-07-01,Summer,Rainy,1
2022-07-02,Summer,Cloudy,0
2022-07-02,Summer,Rainy,0
2022-07-02,Summer,Rainy,1
2022-07-02,Summer,Sunny,0
2022-07-02,Summer,Cloudy,1
2022-07-02,Summer,Snowy,1
2022-07-02,Summer,Snowy,0
2022-07-02,Summer,Sunny,1
2022-07-03,Summer,Snowy,0
2022-07-03,Summer,Rainy,0
2022-07-03,Summer,Sunny,0
2022-07-03,Summer,Cloudy,0
2022-07-03,Summer,Sunny,1
2022-07-03,Summer,Rainy,1
2022-07-03,Summer,Cloudy,1
2022-07-03,Summer,Snowy,1
2022-07-04,Summer,Rainy,0
2022-07-04,Summer,Sunny,1
2022-07-04,Summer,Sunny,0
2022-07-04,Summer,Rainy,1
2022-07-04,Summer,Cloudy,0
2022-07-04,Summer,Snowy,0
2022-07-04,Summer,Snowy,1
2022-07-04,Summer,Cloudy,1
2022-07-05,Summer,Cloudy,0
2022-07-05,Summer,Sunny,0
2022-07-05,Summer,Rainy,0
2022-07-05,Summer,Rainy,1
2022-07-05,Summer,Snowy,0
2022-07-05,Summer,Cloudy,1
2022-07-05,Summer,Snowy,1
2022-07-05,Summer,Sunny,1
2022-07-06,Summer,Rainy,0
2022-07-06,Summer,Snowy,0
2022-07-06,Summer,Sunny,0
2022-07-06,Summer,Cloudy,0
2022-07-06,Summer,Snowy,1
2022-07-06,Summer,Rainy,1
2022-07-06,Summer,Sunny,1
2022-07-06,Summer,Cloudy,1
2022-07-07,Summer,Sunny,0
2022-07-07,Summer,Snowy,1
2022-07-07,Summer,Snowy,0
2022-07-07,Summer,Cloudy,0
2022-07-07,Summer,Rainy,0
2022-07-07,Summer,Cloudy,1
2022-07-07,Summer,Sunny,1
2022-07-07,Summer,Rainy,1
2022-07-08,Summer,Rainy,0
2022-07-08,Summer,Snowy,0
2022-07-08,Summer,Cloudy,0
2022-07-08,Summer,Rainy,1
2022-07-08,Summer,Sunny,0
2022-07-08,Summer,Sunny,1
2022-07-08,Summer,Snowy,1
2022-07-08,Summer,Cloudy,1
2022-07-09,Summer,Sunny,0
2022-07-09,Summer,Rainy,0
2022-07-09,Summer,Snowy,0
2022-07-09,Summer,Cloudy,0
2022-07-09,Summer,Sunny,1
2022-07-09,Summer,Rainy,1
2022-07-09,Summer,Snowy,1
2022-07-09,Summer,Cloudy,1
2022-07-10,Summer,Snowy,0
2022-07-10,Summer,Sunny,1
2022-07-10,Summer,Cloudy,0
2022-07-10,Summer,Rainy,1
2022-07-10,Summer,Snowy,1
2022-07-10,Summer,Sunny,0
2022-07-10,Summer,Rainy,0
2022-07-10,Summer,Cloudy,1
2022-07-11,Summer,Rainy,0
2022-07-11,Summer,Cloudy,0
2022-07-11,Summer,Sunny,0
2022-07-11,Summer,Snowy,0
